LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,REASON_nan,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,JOB_nan,y
10600.0,73844.0,107640.0,3.0,0.0,0.0,92.97949051100001,0.0,34.0,37.319289307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10600.0,120137.0,137090.0,17.0,,1.0,173.6904615,0.0,33.0,30.958905738000002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10600.0,80397.0,203341.0,14.0,0.0,0.0,11.963733283,,7.0,18.732089739,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10600.0,83217.0,101359.0,1.0,0.0,0.0,54.746622005,2.0,24.0,40.76038718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10600.0,27666.0,56218.0,3.0,0.0,0.0,249.85118993,0.0,10.0,39.528326336,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10600.0,64546.0,84576.0,0.0,,,173.62528427,,35.0,28.971803768,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10600.0,48018.0,68963.0,2.0,0.0,0.0,186.7575926,1.0,16.0,30.655744344000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10600.0,56352.0,75277.0,5.0,0.0,0.0,98.377278192,2.0,15.0,26.242394306999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10600.0,72022.0,82238.0,5.0,1.0,2.0,181.76894044,3.0,30.0,39.594148271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10600.0,58701.0,67967.0,10.0,0.0,0.0,116.53228926,1.0,19.0,31.540218257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10700.0,85198.0,107044.0,0.0,0.0,0.0,66.758325469,0.0,19.0,36.846466819,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10700.0,56197.0,79272.0,18.0,0.0,0.0,218.98166217,1.0,16.0,34.015359605,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,126751.0,184554.0,8.0,0.0,0.0,225.87035215,0.0,19.0,34.13705457,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,48322.0,64383.0,0.0,1.0,0.0,185.25673471,2.0,12.0,28.030801551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,83650.0,203720.0,11.0,0.0,0.0,13.588693962,,8.0,19.587710546,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10700.0,124330.0,176350.0,8.0,0.0,0.0,222.63433925,1.0,19.0,33.964777335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,55341.0,78062.0,3.0,0.0,1.0,192.59685455,0.0,12.0,28.828649308000003,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,55043.0,68609.0,2.0,0.0,0.0,46.272175955,1.0,17.0,25.448844532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10700.0,73996.0,92766.0,15.0,0.0,1.0,102.14742858,0.0,9.0,25.384062699999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10700.0,59588.0,69166.0,6.0,0.0,0.0,133.90650517,0.0,17.0,36.180857581,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,49573.0,68125.0,2.0,0.0,0.0,223.2,0.0,10.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,122000.0,148000.0,0.7,0.0,0.0,165.33333333,7.0,29.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10700.0,34000.0,49756.0,0.9,1.0,0.0,230.3,8.0,8.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10700.0,67523.0,85560.0,5.0,0.0,0.0,126.84293494,0.0,35.0,26.001665333000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10700.0,41144.0,59375.0,2.0,0.0,0.0,73.6,1.0,18.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10700.0,50210.0,64838.0,9.0,0.0,0.0,95.039168276,2.0,34.0,40.396233444,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,54091.0,67661.0,27.0,0.0,2.0,188.53398908,0.0,24.0,38.589372345,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10700.0,147477.0,181050.0,6.0,0.0,0.0,190.02108492,1.0,55.0,34.698162391,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10700.0,115118.0,124198.0,6.0,1.0,0.0,174.34182326,0.0,19.0,31.75799058,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10700.0,110789.0,126781.0,6.0,0.0,1.0,178.6374675,0.0,19.0,31.888936384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10700.0,51224.0,70399.0,5.0,,,110.67744165,,23.0,42.939294407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10700.0,67065.0,96171.0,9.0,0.0,0.0,205.00760033,3.0,28.0,41.587201191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10700.0,29569.0,47842.0,12.0,,1.0,144.81717461,7.0,28.0,36.784582009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,199000.0,226000.0,11.0,0.0,0.0,236.36666667,0.0,22.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10800.0,64305.0,107374.0,9.0,0.0,0.0,97.861325762,0.0,36.0,36.996385659,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10800.0,98568.0,121994.0,15.0,0.0,0.0,270.26516526,0.0,16.0,33.658292220999996,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,32870.0,61572.0,,,,,,,38.490246959000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,35602.0,73077.0,,0.0,1.0,179.89655998,1.0,20.0,53.584883008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
10800.0,11950.0,46780.0,24.0,0.0,0.0,268.9,0.0,20.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,70214.0,83882.0,4.0,1.0,2.0,172.79930087,3.0,30.0,38.588823585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,49254.0,80527.0,2.0,0.0,2.0,202.53743039,0.0,13.0,29.551583139,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,44355.0,57742.0,20.0,0.0,1.0,129.73199214,0.0,22.0,38.042767861,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,125732.0,184667.0,7.0,0.0,0.0,212.22346879,0.0,19.0,33.920789966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,31149.0,67239.0,,,,,,,35.265437376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,80203.0,98731.0,4.0,0.0,0.0,113.42514573,2.0,31.0,41.474073805,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,64181.0,70996.0,4.0,0.0,0.0,171.75957905,2.0,17.0,33.227793593,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,57892.0,78900.0,15.0,0.0,3.0,329.16666667,1.0,14.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10800.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10800.0,75000.0,87400.0,7.0,1.0,0.0,101.46666667,2.0,19.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10800.0,52600.0,66700.0,2.0,0.0,0.0,110.56666667,5.0,26.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10800.0,75378.0,86060.0,6.0,0.0,0.0,102.66507078,0.0,23.0,30.09500969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,67740.0,108135.0,11.0,0.0,0.0,163.27383179,1.0,12.0,38.383498378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,194485.0,228670.0,1.0,0.0,0.0,75.458150356,,4.0,28.370130884,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10800.0,56477.0,94980.0,17.0,0.0,0.0,179.91736263,0.0,28.0,25.210739655,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,78898.0,86567.0,9.0,0.0,0.0,179.83082878,0.0,12.0,40.291951983000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10800.0,59469.0,69834.0,3.0,0.0,0.0,308.75917568,0.0,9.0,34.095785093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,61791.0,78361.0,5.0,0.0,0.0,94.518067782,2.0,15.0,28.088524645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,24182.0,39750.0,2.0,0.0,0.0,176.83333333,0.0,36.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10800.0,,49495.0,5.0,,,141.16529822,,8.0,21.079998939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,83441.0,92148.0,5.0,0.0,0.0,119.14584404,1.0,26.0,40.978635321999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.0,49953.0,75322.0,0.0,0.0,0.0,58.89273133100001,8.0,21.0,23.875946186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,67171.0,82138.0,2.0,0.0,0.0,89.124526305,0.0,6.0,38.803146399999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,13365.0,66979.0,9.0,2.0,1.0,346.9796514,1.0,22.0,16.48162968,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,89139.0,122571.0,8.0,,,,,,40.780527152,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,42191.0,57224.0,15.0,0.0,0.0,68.810826166,0.0,11.0,30.518229751999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10800.0,61767.0,72668.0,15.0,0.0,0.0,228.98545319,3.0,32.0,37.91433471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10900.0,86754.0,110000.0,13.0,0.0,2.0,103.43333333,0.0,19.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10900.0,57494.0,66704.0,6.0,,,115.31274905,,24.0,39.510985743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10900.0,,76207.0,,,,,,,22.392611597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10900.0,49406.0,83074.0,1.0,0.0,1.0,191.81512308,0.0,13.0,30.124555686,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,22513.0,52355.0,1.0,0.0,0.0,248.58340866,0.0,10.0,39.204625006,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,,16365.0,,0.0,0.0,59.548702675,1.0,2.0,24.195903631,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
10900.0,,66691.0,,0.0,0.0,349.75236213,0.0,7.0,34.34334852,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,17282.0,70783.0,19.0,0.0,1.0,404.90439330000004,0.0,11.0,23.610124369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10900.0,56793.0,68825.0,3.0,0.0,0.0,225.88904146,0.0,9.0,34.727875189,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,25061.0,35792.0,3.0,,,,,,37.10471224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,51990.0,76918.0,0.0,0.0,1.0,180.81810233,0.0,12.0,29.555406533000003,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,59029.0,76120.0,2.0,0.0,0.0,231.73414438,0.0,10.0,36.025683828000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,116030.0,125179.0,6.0,0.0,0.0,177.08584488,0.0,19.0,33.849092539000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10900.0,45028.0,61014.0,10.0,0.0,0.0,72.494660925,0.0,23.0,35.667645974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10900.0,49352.0,56529.0,7.0,0.0,1.0,78.833617625,2.0,23.0,36.174955236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11000.0,14046.0,34777.0,5.0,0.0,0.0,256.63415201,0.0,11.0,22.447943315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,88252.0,112567.0,11.0,0.0,0.0,224.71557646,2.0,15.0,39.526852362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,52602.0,61496.0,13.0,0.0,0.0,107.34006616,0.0,22.0,37.699108591999995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,60513.0,110485.0,3.0,1.0,1.0,126.77192888,1.0,17.0,40.031393322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11000.0,76958.0,88607.0,9.0,0.0,0.0,175.41182666,0.0,12.0,39.216775179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,21738.0,86586.0,20.0,0.0,0.0,241.06079106,0.0,10.0,25.21859995,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,77929.0,102942.0,8.0,0.0,0.0,173.82988369999998,0.0,34.0,33.897772554,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,89275.0,108653.0,15.0,0.0,0.0,206.90348089,2.0,15.0,37.743047077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,57554.0,68222.0,14.0,0.0,0.0,215.43179389,3.0,32.0,36.569347898000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,21780.0,85505.0,19.0,0.0,0.0,240.68258102,0.0,10.0,24.404335112,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,63314.0,69285.0,15.0,0.0,0.0,244.01777452,3.0,32.0,36.542570221,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,48538.0,63805.0,9.0,0.0,0.0,88.606023456,0.0,22.0,38.026151095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,50716.0,61492.0,3.0,0.0,1.0,90.23032976200001,0.0,20.0,38.255862021999995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,77517.0,86214.0,2.0,2.0,0.0,352.37913787,0.0,28.0,28.030214206,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11000.0,56795.0,70014.0,3.0,0.0,1.0,319.79577127,0.0,10.0,33.596170858,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,45000.0,63775.0,14.0,0.0,0.0,173.16666667,0.0,18.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11000.0,49000.0,66922.0,11.0,0.0,2.0,91.0,3.0,32.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11000.0,108095.0,137000.0,3.0,0.0,0.0,277.0,1.0,46.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,15129.0,29375.0,6.0,0.0,1.0,102.43333333,0.0,17.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11000.0,74596.0,98000.0,6.0,0.0,0.0,108.53333333,1.0,27.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,85149.0,106820.0,10.0,0.0,0.0,240.43333333,0.0,25.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000.0,102000.0,120000.0,3.0,0.0,0.0,125.8,1.0,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,63847.0,86500.0,26.0,0.0,0.0,170.43333333,2.0,14.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11000.0,54100.0,70438.0,2.0,3.0,1.0,115.6,1.0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
11000.0,66400.0,81500.0,9.5,0.0,0.0,215.06666667,0.0,65.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11000.0,63975.0,235000.0,4.0,5.0,0.0,123.76666667,1.0,17.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11000.0,53700.0,68000.0,6.0,0.0,0.0,101.5,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11000.0,62227.0,81250.0,9.0,0.0,5.0,123.76666667,3.0,34.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11000.0,41000.0,63450.0,2.9,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11000.0,122751.0,140000.0,5.0,0.0,0.0,116.7,2.0,30.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11000.0,85474.0,118125.0,2.5,2.0,0.0,132.93333333,1.0,9.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
11000.0,131949.0,165096.0,5.0,0.0,0.0,440.42125368,0.0,42.0,26.904766453,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,116361.0,143318.0,15.0,,1.0,181.07079325,1.0,32.0,30.032845485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,54641.0,65705.0,5.0,0.0,0.0,323.19292763,0.0,10.0,33.299628394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,85758.0,108661.0,11.0,0.0,0.0,255.28741537,0.0,24.0,29.434867143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000.0,60123.0,74887.0,3.0,0.0,1.0,242.24976115,2.0,16.0,37.680169764,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,43614.0,60831.0,3.0,0.0,2.0,84.444746145,0.0,20.0,36.673648152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,83639.0,98081.0,10.0,0.0,0.0,155.37122034,4.0,22.0,42.539685706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,50178.0,64427.0,5.0,0.0,0.0,67.636289053,1.0,11.0,28.689928357,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,77723.0,107245.0,5.0,0.0,0.0,115.55852962,0.0,26.0,26.91192966,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11000.0,46093.0,60563.0,4.0,0.0,0.0,190.48216428,1.0,21.0,29.578148133000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11000.0,85008.0,73223.0,7.0,0.0,2.0,197.12004536,0.0,23.0,41.441052018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11000.0,106762.0,123138.0,2.0,0.0,0.0,131.01191573,0.0,25.0,32.80374334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11000.0,92521.0,110704.0,13.0,0.0,0.0,208.89848526,2.0,16.0,39.250433285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,49000.0,68000.0,2.0,2.0,3.0,9.1,3.0,15.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11000.0,,56851.0,10.0,0.0,0.0,308.43564919,2.0,13.0,31.075616581,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11000.0,48893.0,113223.0,7.0,0.0,1.0,237.09808129,0.0,9.0,22.003376409,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11100.0,47689.0,52910.0,21.0,1.0,1.0,224.48075013,1.0,18.0,34.947076581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11100.0,59232.0,71157.0,5.0,,,108.21716051,,24.0,40.091831821999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11100.0,,50262.0,5.0,,,175.75688747,,8.0,22.956863758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11100.0,52028.0,77316.0,,0.0,2.0,194.48489733,1.0,12.0,30.797674365,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11100.0,79226.0,88112.0,10.0,0.0,1.0,179.64827359,1.0,12.0,40.670904725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11100.0,72402.0,86584.0,8.0,0.0,0.0,102.97207872,0.0,22.0,29.655713203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11100.0,17430.0,68499.0,20.0,0.0,2.0,403.96540093,1.0,12.0,21.758642612,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11100.0,,26400.0,8.0,0.0,0.0,,2.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11100.0,82849.0,113913.0,10.0,0.0,1.0,167.36102992,0.0,27.0,35.763333479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11100.0,27861.0,47737.0,8.0,0.0,0.0,89.49211665799999,0.0,4.0,34.050949362,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,82329.0,100139.0,5.0,0.0,0.0,108.53256364,0.0,26.0,26.099258701,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11100.0,80922.0,95105.0,3.0,0.0,0.0,90.881292261,2.0,31.0,38.120810575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,,67005.0,,0.0,0.0,364.37597582,0.0,7.0,36.674734318,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,68784.0,85464.0,2.0,0.0,0.0,117.9983043,0.0,14.0,36.044251755,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11100.0,52029.0,71376.0,4.0,0.0,1.0,250.25216481,2.0,16.0,38.483648445,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,61856.0,77275.0,4.0,0.0,1.0,243.71377409,1.0,16.0,36.564119563,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,105226.0,122901.0,3.0,0.0,0.0,113.68878037,1.0,26.0,33.896642978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11100.0,53232.0,86703.0,16.0,0.0,0.0,183.20620747,0.0,29.0,26.87488997,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,52900.0,91741.0,,1.0,1.0,93.11035269799999,,8.0,40.761453071,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11100.0,75392.0,89976.0,9.0,0.0,0.0,163.70355537,1.0,12.0,39.271884779000004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11100.0,31999.0,61406.0,31.0,0.0,0.0,239.05055657,0.0,19.0,20.961272939,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,,,,,,,,,26.232459223000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11100.0,54496.0,71895.0,6.0,0.0,0.0,125.76577489,0.0,16.0,35.506774068,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,56999.0,67427.0,8.0,0.0,0.0,139.51391501,0.0,16.0,35.892436102,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,67366.0,102936.0,9.0,0.0,0.0,213.28149573,0.0,20.0,19.078651168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,35782.0,45550.0,8.0,0.0,0.0,109.28434579,0.0,3.0,36.159805919,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,148235.0,182053.0,4.0,0.0,0.0,198.80971711,0.0,55.0,33.538726151999995,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11100.0,48031.0,107561.0,5.0,0.0,1.0,226.78110513,0.0,9.0,24.190326625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11100.0,43167.0,60209.0,3.0,0.0,1.0,80.36819697600001,0.0,20.0,37.490798825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11100.0,50350.0,58837.0,6.0,0.0,0.0,80.843216818,0.0,10.0,28.793166271,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11200.0,32562.0,47220.0,8.0,,1.0,151.28586742,7.0,29.0,38.019135045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11200.0,66868.0,107794.0,10.0,0.0,0.0,152.92982848,1.0,12.0,39.640828981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11200.0,93649.0,113833.0,13.0,0.0,0.0,205.11724572,3.0,16.0,39.126130259,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11200.0,29348.0,87351.0,20.0,0.0,0.0,224.39489458,0.0,11.0,26.129627304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11200.0,44966.0,55114.0,1.0,0.0,0.0,173.96189741,1.0,21.0,37.456622102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11200.0,23181.0,80140.0,21.0,0.0,0.0,221.41809339999998,0.0,10.0,25.462641527,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11200.0,68890.0,84059.0,12.0,0.0,0.0,254.01968935,3.0,36.0,41.433943797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11200.0,17411.0,86102.0,10.0,0.0,0.0,267.97010945,0.0,13.0,22.089199918000002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11200.0,114000.0,139200.0,5.0,0.0,0.0,213.56666667,1.0,36.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11200.0,56842.0,66710.0,6.0,0.0,0.0,144.79522043,0.0,17.0,33.8858765,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11200.0,56877.0,65125.0,6.0,2.0,0.0,12.176928574000002,0.0,1.0,33.241218883,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11200.0,62752.0,73003.0,13.0,0.0,0.0,226.56590487,3.0,31.0,38.339798053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11200.0,65508.0,103523.0,12.0,0.0,0.0,154.42736766,0.0,12.0,37.575436102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11200.0,153103.0,181849.0,6.0,0.0,0.0,186.249507,0.0,55.0,33.995565356,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
